,Date,Volume,Open,High,Low,Close,pred
730,2021-07-28,868600000.0,3226.06,3243.21,3210.9,3236.86,3241.6891909074347
732,2021-07-30,687860000.0,3234.37,3234.66,3202.32,3202.32,3239.856626548767
737,2021-08-06,941360000.0,3277.06,3288.17,3261.93,3270.36,3287.3655911364053
738,2021-08-09,707650000.0,3258.1,3275.15,3251.74,3260.42,3275.574143881403
740,2021-08-11,618090000.0,3235.36,3250.21,3217.65,3220.62,3241.9993898459643
741,2021-08-12,643280000.0,3213.58,3229.59,3202.11,3208.38,3235.172315020137
742,2021-08-13,696470000.0,3205.75,3209.72,3146.76,3171.29,3219.2235829262336
744,2021-08-18,622790000.0,3141.98,3175.88,3124.56,3158.93,3151.532196512327
745,2021-08-19,655630000.0,3140.01,3158.0,3097.83,3097.83,3158.817781469341
746,2021-08-20,672090000.0,3111.1,3122.09,3049.03,3060.51,3123.737146087986
751,2021-08-27,520670000.0,3116.29,3143.01,3106.97,3133.9,3135.463329822742
755,2021-09-02,757860000.0,3198.03,3204.01,3171.78,3175.85,3205.592970372419
759,2021-09-08,859890000.0,3178.74,3187.55,3157.07,3162.99,3184.001305908949
760,2021-09-09,927370000.0,3146.64,3158.6,3111.49,3114.7,3170.180207912137
761,2021-09-10,723080000.0,3121.09,3131.54,3103.38,3125.76,3130.4744588352296
764,2021-09-15,616560000.0,3147.21,3164.01,3138.8,3153.4,3161.486981101652
766,2021-09-17,589240000.0,3127.75,3142.13,3112.51,3140.51,3137.9236855411264
767,2021-09-23,623840000.0,3123.64,3131.63,3107.98,3127.58,3129.0462966923055
769,2021-09-27,883230000.0,3121.7,3146.35,3119.26,3133.64,3130.0628923177424
770,2021-09-28,894910000.0,3133.4,3134.46,3095.72,3097.92,3141.92857784873
771,2021-09-29,821560000.0,3055.5,3069.04,3030.6,3060.27,3105.6681926907554
773,2021-10-01,855480000.0,3056.21,3062.6,3015.01,3019.18,3070.3943265172284
774,2021-10-05,840560000.0,2998.17,2998.17,2940.59,2962.17,3030.464050391512
778,2021-10-12,660180000.0,2950.22,2950.94,2901.51,2916.38,2956.203309775962
779,2021-10-13,752130000.0,2913.34,2953.33,2909.47,2944.41,2913.6755011202845
785,2021-10-21,887370000.0,3012.28,3025.88,3002.74,3007.33,3023.871913864813
786,2021-10-22,695270000.0,3005.36,3018.7,2996.26,3006.16,3017.2872275594277
787,2021-10-25,791800000.0,3001.1,3025.27,2983.29,3020.54,3010.469586303079
790,2021-10-28,617260000.0,3023.17,3034.42,3009.55,3009.55,3028.323433124323
794,2021-11-03,658650000.0,3020.36,3020.87,2969.01,2975.71,3030.0831190768276
797,2021-11-08,560200000.0,2965.36,2968.18,2930.9,2960.2,2965.6904695086864
799,2021-11-10,570930000.0,2947.46,2958.61,2924.36,2930.17,2977.280076289563
800,2021-11-11,572860000.0,2911.41,2925.19,2903.72,2924.92,2939.844668453147
805,2021-11-18,541650000.0,2959.26,2964.48,2937.53,2947.38,2969.252517380436
810,2021-11-25,595970000.0,2996.74,2996.74,2973.24,2980.27,2997.377241462884
811,2021-11-26,595600000.0,2973.04,2985.77,2930.31,2936.44,2978.983073375939
812,2021-11-29,844400000.0,2906.15,2930.22,2890.78,2909.32,2951.695806105215
815,2021-12-02,534460000.00000006,2874.64,2945.27,2874.64,2945.27,2882.9168054724573
816,2021-12-03,486750000.0,2935.93,2975.44,2927.55,2968.33,2937.2887741441223
817,2021-12-06,479910000.0,2954.82,2983.5,2932.49,2973.25,2964.670122754448
820,2021-12-09,513440000.00000006,3007.0,3029.57,3001.55,3029.57,3016.925908546272
821,2021-12-10,451600000.0,3008.7,3017.64,2998.29,3010.23,3023.0573454445403
823,2021-12-14,581570000.0,2983.95,3001.7,2976.16,2987.95,3026.5621154300165
824,2021-12-15,432870000.0,2979.83,2992.3,2973.0,2989.39,2993.9542890880234
826,2021-12-17,451820000.0,2985.2,3017.73,2984.19,3017.73,2999.754110777294
827,2021-12-20,377580000.0,3001.33,3001.33,2962.07,2963.0,3013.461423469273
832,2021-12-27,475360000.0,3013.94,3017.31,2999.3,2999.55,3024.1975281987297
834,2021-12-29,545830000.0,3002.9,3007.72,2988.67,2993.29,3007.3198794215377
837,2022-01-04,621550000.0,2991.97,2995.25,2973.08,2989.24,2995.084077083979
839,2022-01-06,786040000.0,2925.4,2952.54,2915.38,2920.53,2949.843677077789
840,2022-01-07,546170000.0,2933.78,2959.03,2933.1,2954.89,2941.9751264445968
841,2022-01-10,477400000.0,2947.37,2951.12,2910.9,2926.72,2955.8755213639606
845,2022-01-14,532670000.0,2937.61,2944.97,2914.73,2921.92,2965.645580142704
846,2022-01-17,593260000.0,2918.55,2919.67,2875.98,2890.1,2926.819129977707
848,2022-01-19,463830000.0,2840.34,2871.79,2832.18,2842.28,2870.54138875398
849,2022-01-20,395670000.0,2842.28,2862.7,2830.97,2862.68,2862.135678147012
850,2022-01-21,532750000.0,2837.49,2847.95,2817.11,2834.29,2851.9162081784143
851,2022-01-24,473990000.0,2823.76,2828.11,2780.68,2792.0,2831.3567783571607
852,2022-01-25,639960000.0,2786.41,2789.62,2703.99,2720.39,2794.744569386576
854,2022-01-27,487730000.0,2709.24,2722.86,2614.49,2614.49,2726.0994679046826
855,2022-01-28,434190000.0,2617.87,2668.59,2591.53,2663.34,2648.5886090306176
857,2022-02-04,536150000.0,2714.83,2751.8,2712.87,2750.26,2729.513312070092
862,2022-02-11,480520000.0,2739.14,2766.7,2735.08,2747.71,2768.725800601865
863,2022-02-14,616340000.0,2715.1,2724.72,2688.24,2704.48,2760.660481073875
867,2022-02-18,513520000.0,2714.52,2747.08,2711.88,2744.52,2748.9982942837382
868,2022-02-21,495300000.0,2706.65,2746.62,2694.9,2743.8,2741.54569898886
869,2022-02-22,648400000.0,2705.08,2721.84,2690.09,2706.79,2733.192455345884
871,2022-02-24,926400000.0,2689.28,2694.55,2642.63,2648.8,2712.604601769012
873,2022-02-28,613470000.0,2663.0,2699.18,2658.25,2699.18,2683.5871916954607
876,2022-03-04,765680000.0,2736.58,2736.58,2702.34,2713.43,2743.684344035628
877,2022-03-07,571560000.0,2680.17,2680.17,2644.1,2651.31,2710.5461937643713
878,2022-03-08,540370000.0,2617.33,2647.18,2605.81,2622.4,2652.717292829776
880,2022-03-11,797030000.0,2665.95,2672.62,2647.28,2661.28,2680.544556765422
881,2022-03-14,636320000.0,2654.93,2661.76,2633.31,2645.65,2657.7952498814525
882,2022-03-15,604180000.0,2630.31,2641.97,2615.08,2621.53,2644.6372335678407
885,2022-03-18,644020000.0,2695.64,2708.16,2688.71,2707.02,2706.324074083188
887,2022-03-22,489440000.0,2686.68,2712.14,2686.58,2710.0,2691.8583619370966
889,2022-03-24,960900000.0,2716.25,2729.66,2705.14,2729.66,2735.9893858111327
891,2022-03-28,768040000.0,2721.22,2737.46,2707.74,2729.56,2727.046533768807
894,2022-03-31,1030000000.0,2743.24,2765.2,2743.2,2757.65,2746.557862483614
895,2022-04-01,1310000000.0,2745.85,2745.85,2729.68,2739.85,2762.938138917371
896,2022-04-04,1020000000.0,2729.86,2758.38,2722.45,2757.9,2733.758958860105
898,2022-04-06,1320000000.0,2739.07,2747.85,2730.66,2735.03,2757.568365001083
899,2022-04-07,999280000.0,2714.7,2718.5,2693.36,2695.86,2740.7031893049966
901,2022-04-11,742600000.0,2687.54,2711.02,2683.96,2693.1,2695.4488487722037
902,2022-04-12,870970000.0,2674.17,2685.08,2658.4,2666.76,2705.8391760581735
905,2022-04-15,693720000.0,2695.52,2705.41,2685.01,2696.06,2707.639777102155
906,2022-04-18,1020000000.0,2685.04,2701.11,2681.37,2693.21,2696.4899373690137
908,2022-04-20,1740000000.0,2718.49,2724.46,2702.84,2718.69,2720.5528476865074
910,2022-04-22,1240000000.0,2704.72,2708.58,2690.48,2704.71,2735.984974192241
911,2022-04-25,988350.0,2676.67,2680.35,2657.04,2657.13,2697.5171588078197
913,2022-04-27,1070000000.0,2630.58,2641.82,2615.5,2639.06,2670.0867249418443
916,2022-05-02,873720000.0,2669.21,2689.91,2667.85,2687.45,2689.299333742853
918,2022-05-04,1180000000.0,2690.45,2696.03,2667.23,2677.57,2693.5692255597296
919,2022-05-06,1330000000.0,2650.89,2652.51,2635.97,2644.51,2677.8429428008412
920,2022-05-09,892650000.0,2634.32,2642.75,2606.08,2610.81,2641.188842869619
921,2022-05-10,841460000.0,2590.13,2602.75,2553.01,2596.56,2620.3469192835946
923,2022-05-12,900330000.0,2569.5,2591.57,2546.8,2550.08,2592.2407945503383
924,2022-05-13,788540000.0,2570.01,2605.84,2565.96,2604.24,2571.8259880890723
926,2022-05-17,873520000.0,2603.58,2621.84,2603.58,2620.44,2605.066333152295
928,2022-05-19,677600000.0,2576.24,2597.79,2568.54,2592.34,2630.4668694977736
931,2022-05-24,851240000.0,2638.94,2646.99,2605.87,2605.87,2640.586004279571
937,2022-06-02,525260000.0,2670.74,2674.0,2653.59,2658.99,2674.322712784736
939,2022-06-07,524710000.00000006,2659.27,2662.04,2622.78,2626.34,2668.852502805583
940,2022-06-08,576390000.0,2633.53,2639.52,2621.96,2626.15,2633.9348419428698
941,2022-06-09,814880000.0,2618.92,2627.88,2606.61,2625.44,2630.2365930635406
942,2022-06-10,724090000.0,2596.37,2602.8,2583.74,2595.87,2617.6847241998908
943,2022-06-13,660310000.0,2550.21,2550.32,2504.51,2504.51,2592.6522937043674
944,2022-06-14,671760000.0,2472.96,2503.17,2457.39,2492.97,2515.4338246346247
947,2022-06-17,634900000.0,2409.72,2441.34,2396.47,2440.93,2472.0381437656206
951,2022-06-23,749660000.0,2347.84,2361.23,2306.48,2314.32,2361.0215571582853
952,2022-06-24,654440000.0,2327.11,2373.48,2319.99,2366.6,2328.1193967026807
955,2022-06-29,422130000.0,2387.1,2393.25,2375.45,2377.99,2411.777360392629
956,2022-06-30,515400000.0,2368.57,2368.57,2332.59,2332.64,2383.8725979259925
958,2022-07-04,467960000.0,2310.73,2318.31,2276.63,2300.34,2314.2504404388687
960,2022-07-06,410730000.0,2330.11,2332.14,2290.33,2292.01,2332.1852212630815
963,2022-07-11,377110000.0,2357.43,2363.26,2337.82,2340.27,2363.4635487401742
964,2022-07-12,379310000.0,2330.88,2333.02,2303.74,2317.76,2347.784754946011
966,2022-07-14,349140000.0,2316.41,2338.29,2307.69,2322.32,2330.3194834265432
969,2022-07-19,339380000.0,2367.52,2372.74,2359.59,2370.97,2368.851811083408
971,2022-07-21,295620000.0,2387.91,2411.96,2387.91,2409.16,2391.722477001825
972,2022-07-22,381600000.0,2405.37,2417.91,2391.48,2393.14,2409.4443224322695
973,2022-07-25,323090000.0,2385.65,2412.47,2385.65,2403.69,2406.0527204789328
974,2022-07-26,415670000.0,2397.27,2415.39,2395.17,2412.96,2409.6287975530563
978,2022-08-01,487160000.0,2444.05,2461.4,2437.13,2452.25,2453.380532449133
979,2022-08-02,549920000.0,2451.0,2451.07,2428.76,2439.62,2454.3511319307913
983,2022-08-08,418230000.0,2481.17,2494.0,2477.76,2493.1,2494.939313785451
985,2022-08-10,479470000.0,2493.7,2494.15,2478.21,2480.88,2495.8878058639275
987,2022-08-12,445550000.0,2519.66,2533.2,2514.31,2527.94,2521.195151100746
989,2022-08-17,418050000.0,2536.57,2543.15,2512.01,2516.47,2537.928942301869
990,2022-08-18,381630000.0,2499.3,2515.37,2488.09,2508.05,2523.7797176358845
992,2022-08-22,422550000.0,2467.38,2475.77,2457.08,2462.5,2497.1571188672924
993,2022-08-23,471170000.0,2449.31,2454.55,2431.83,2435.34,2467.1712985042595
997,2022-08-29,448750000.0,2432.06,2432.89,2417.01,2426.89,2487.5281861668955
999,2022-08-31,397290.0,2433.47,2473.75,2426.14,2472.05,2446.767072426555
