iter	Logloss
0	0.6346893676
1	0.5867868925
2	0.5449015248
3	0.5114391843
4	0.4836182232
5	0.4601403283
6	0.440518132
7	0.4233844133
8	0.4096507786
9	0.3976515991
10	0.3884350955
11	0.3802796919
12	0.372466879
13	0.366260601
14	0.3599499876
15	0.3551964974
16	0.3508064223
17	0.3467446606
18	0.3436645065
19	0.340355606
20	0.3377966605
21	0.3351743761
22	0.3327809147
23	0.3310665618
24	0.3294475685
25	0.3280058971
26	0.3268040064
27	0.3257159519
28	0.3243967683
29	0.3230060652
30	0.3219386694
31	0.3207810523
32	0.319982497
33	0.3191004694
34	0.3183402813
35	0.3173690067
36	0.3168217607
37	0.3162715629
38	0.3154783513
39	0.3150181593
40	0.3146540919
41	0.3143621097
42	0.3135618347
43	0.3129877858
44	0.3125613654
45	0.3118585053
46	0.3111981816
47	0.3105614593
48	0.3103024297
49	0.3097131253
50	0.3093262212
51	0.3088452918
52	0.3084585586
53	0.3079109752
54	0.3074848065
55	0.3070083738
56	0.3067471723
57	0.3061803332
58	0.3057601137
59	0.305278006
60	0.3048659808
61	0.304254607
62	0.3037706521
63	0.3028774405
64	0.3027564553
65	0.3023177886
66	0.3018950288
67	0.301326301
68	0.3010238394
69	0.3006667447
70	0.3002827997
71	0.2998366795
72	0.2994383881
73	0.2990537224
74	0.2987969128
75	0.2983842152
76	0.2980403023
77	0.2977652514
78	0.2974960085
79	0.2971517855
80	0.2963597279
81	0.296057683
82	0.2957286426
83	0.2952594259
84	0.2949196819
85	0.2944177288
86	0.2938194551
87	0.293624877
88	0.2931722146
89	0.2929835589
90	0.2926601048
91	0.2923824903
92	0.2920559076
93	0.2917365006
94	0.2916457793
95	0.2912938339
96	0.2907692286
97	0.2904034864
98	0.2899648995
99	0.2896025879
100	0.289322648
101	0.2889873498
102	0.2886274812
103	0.2883823823
104	0.2879046288
105	0.2875678749
106	0.2872664993
107	0.2868156914
108	0.2865476061
109	0.2863189511
110	0.2861000888
111	0.2859014654
112	0.285518202
