iter	MultiClass
415	0.9383917069
416	0.9383201253
417	0.9382485696
418	0.9381323649
419	0.9380948779
420	0.9380024332
421	0.9379685141
422	0.937898416
423	0.9377998797
424	0.9377300368
425	0.9376850671
426	0.9376226653
427	0.9375450136
428	0.9375042078
429	0.937418491
430	0.9373436725
431	0.9372881278
432	0.9371863028
433	0.9371349941
434	0.9370749524
435	0.9369886789
436	0.9369413085
437	0.9368751713
438	0.9368014665
439	0.9367683268
440	0.9367190306
441	0.9366464236
442	0.9365749984
443	0.9365058486
444	0.9364661645
445	0.9363968711
446	0.9363325622
447	0.9362601264
448	0.9361904945
449	0.9361213256
450	0.9360776663
451	0.936032053
452	0.9359911817
453	0.9358996654
454	0.9358074619
455	0.9357717534
456	0.935702361
457	0.9356515182
458	0.93561038
459	0.9355636591
460	0.9355093759
461	0.9354363864
462	0.9353671325
463	0.9353229077
464	0.9352504405
465	0.935185091
466	0.9351146043
467	0.9350278373
468	0.9349025883
469	0.9348600472
470	0.9347988943
471	0.9347336973
472	0.9346624334
473	0.9345837977
474	0.9345483114
475	0.9344646472
476	0.9344097859
477	0.9343518376
478	0.9342927058
479	0.9342571748
480	0.9341997774
481	0.934134111
482	0.9340863822
483	0.9340115975
484	0.9339614345
485	0.9339214544
486	0.9338895513
487	0.933861868
488	0.933809387
489	0.933740386
490	0.9336625992
491	0.9336158274
492	0.9335366769
493	0.9334591459
494	0.933389328
495	0.9333511611
496	0.9332975386
497	0.9332571242
498	0.9332070836
499	0.933162578
500	0.9330962816
501	0.9330476858
502	0.9329950865
503	0.9329475681
504	0.9328513436
505	0.9327767895
506	0.9327091634
507	0.9326603566
508	0.9325898977
509	0.9325243316
510	0.9324635038
511	0.9323752007
512	0.9323152487
513	0.9322566488
514	0.9321819606
515	0.9321380813
516	0.9320508483
517	0.9319859816
518	0.9319242812
519	0.9318443922
520	0.9317797616
521	0.9317329097
522	0.9316638594
523	0.9315967787
524	0.9315081876
525	0.9314466245
526	0.9313995239
527	0.9313654834
528	0.9313082224
529	0.9312287106
530	0.931179511
531	0.9311151538
532	0.9310660806
533	0.931019571
534	0.9309925992
535	0.9309356999
536	0.9308690569
537	0.9308185776
538	0.930776537
539	0.9307113845
540	0.930666356
541	0.9306121108
542	0.9305542008
543	0.9305049171
544	0.9304553543
545	0.9303888798
546	0.9303218368
547	0.930278087
548	0.9302036039
549	0.9301552379
550	0.930090057
551	0.930015237
552	0.9299832334
553	0.9299355954
554	0.9298710796
555	0.9298228867
556	0.9297835587
557	0.9297543935
558	0.9296940857
559	0.9296657389
560	0.929589873
561	0.9295246807
562	0.9294825391
563	0.9294334395
564	0.9293885212
565	0.9293213832
566	0.9292552632
567	0.9291971598
568	0.9291586681
569	0.9290854145
570	0.9290392338
571	0.9290029497
572	0.9289319939
573	0.9288832785
574	0.9287874366
575	0.9287412555
576	0.9286799788
577	0.928599358
578	0.9285418066
579	0.9284776196
580	0.9284468559
581	0.9283865008
582	0.9283398957
583	0.9283136877
584	0.928266986
585	0.9282126175
586	0.9281681714
587	0.9281308901
588	0.928079688
589	0.9280185885
590	0.9279480718
591	0.9278889882
592	0.9278511995
593	0.9277995044
594	0.9277288619
595	0.9276768844
596	0.9276303081
597	0.9275768296
598	0.9274927638
599	0.9274097629
600	0.9273511164
601	0.927297809
602	0.9272359289
603	0.9271981503
604	0.9271385796
605	0.9271085251
606	0.9270694557
607	0.9270182541
608	0.9269841021
609	0.926914442
610	0.9268741994
611	0.9268051702
612	0.9267455821
613	0.9266939164
614	0.9266435072
615	0.9265916025
616	0.9265494739
617	0.9264797349
618	0.9264483996
619	0.9263922502
620	0.9263089323
621	0.9262771186
622	0.9262111196
623	0.9261422023
624	0.9261161772
625	0.9260742223
626	0.926022287
627	0.9259755053
628	0.9259009226
629	0.9258600349
630	0.9257888718
631	0.9257430322
632	0.9257022195
633	0.9256485723
634	0.9255902242
635	0.9255244886
636	0.9254907148
637	0.9254437222
638	0.925409094
639	0.9253563956
640	0.9253308122
641	0.9252785361
642	0.9252246429
643	0.9251770966
644	0.9251380407
645	0.9250794913
646	0.9250091292
647	0.9249209448
648	0.92487151
649	0.9248183116
650	0.9247777887
651	0.9247396096
652	0.9246934527
653	0.9246346775
654	0.924543382
655	0.9245174039
656	0.9244698683
657	0.9244012596
658	0.9243493592
659	0.9243215219
660	0.92426934
661	0.9242377778
662	0.9242110041
663	0.9241536992
664	0.9240702871
665	0.9240057533
666	0.9239583863
667	0.9239271766
668	0.9238943961
669	0.9238469382
670	0.9237966453
671	0.9237717194
672	0.9236906473
673	0.9236382766
674	0.9235693294
675	0.9235276259
676	0.9234680032
677	0.9234237103
678	0.9233692556
679	0.9233171851
680	0.9232732708
681	0.9232522568
682	0.9231697505
683	0.9230888885
684	0.9230435235
685	0.9229821764
686	0.92293536
687	0.9228963872
688	0.9228493788
689	0.9228080427
690	0.9227400577
691	0.9226885476
692	0.9226482099
693	0.9225903771
694	0.922539639
695	0.9224990146
696	0.9224432792
697	0.922377022
698	0.9223085323
699	0.9222814532
700	0.922213541
701	0.9221682859
702	0.9221093366
703	0.9220672398
704	0.9220339227
705	0.9220071167
706	0.9219753745
707	0.921935828
708	0.9218808534
709	0.9218316202
710	0.9217874818
711	0.921752565
712	0.9217009123
713	0.9216202612
714	0.9215737057
715	0.9215290977
716	0.9214839638
717	0.9214310353
718	0.9213867482
719	0.9213489046
720	0.9212809474
721	0.9212439183
722	0.9211777507
723	0.9211428087
724	0.9211203317
725	0.9210693489
726	0.9210441423
727	0.9209978983
728	0.9209573423
729	0.9209188954
730	0.9208872689
731	0.9208341065
732	0.9207658102
733	0.9207265331
734	0.9206886522
735	0.9206460481
736	0.9205994097
737	0.9205470331
738	0.9204681961
739	0.9203708153
740	0.9203354097
741	0.9202795186
742	0.9202500539
743	0.9202127876
744	0.9201821166
745	0.9201248261
746	0.9200619118
747	0.9200267612
748	0.9199629731
749	0.9199080228
750	0.9198628395
751	0.9198217983
752	0.9197904614
753	0.9197390211
754	0.919690633
755	0.9196426555
756	0.9195920105
757	0.919552527
758	0.9195209942
759	0.9194887159
760	0.9194455504
761	0.9193986962
762	0.9193333047
763	0.9192709844
764	0.9192298965
765	0.9191979394
766	0.9191351064
767	0.9190583705
768	0.9190194399
769	0.9189895241
770	0.9189476486
771	0.9188979983
772	0.9188445837
773	0.9188126729
774	0.9187668848
775	0.9187059239
776	0.9186399018
777	0.918580818
778	0.9185273732
779	0.918462622
780	0.9184146266
781	0.9183610186
782	0.918334269
783	0.9182936249
784	0.9182612176
785	0.9181706636
786	0.9181283422
787	0.9180900253
788	0.9180538126
789	0.9180033537
790	0.9179798496
791	0.9179476998
792	0.9179052086
793	0.9178629278
794	0.9177963755
795	0.9177417423
796	0.9176825197
797	0.9176168367
798	0.9175422277
799	0.9174668436
800	0.9174270502
801	0.9173714975
802	0.9173116525
803	0.9172556717
804	0.9171931861
805	0.9171533157
806	0.9171165512
807	0.9170681671
808	0.9170003548
809	0.9169550769
810	0.9169097181
811	0.9168632671
812	0.9167877969
813	0.9167426314
814	0.9167147546
815	0.9166773048
816	0.9166431922
817	0.9166053633
818	0.9165709962
819	0.9165348641
820	0.9164945741
821	0.9164501173
822	0.9163982034
823	0.9163250244
824	0.9162538589
825	0.9161940839
826	0.9161610974
827	0.9161170658
828	0.9160853969
829	0.9160686045
830	0.9160261282
831	0.9159981269
832	0.9159671089
833	0.915913643
834	0.9158657581
835	0.9158330613
836	0.9157935529
837	0.9157628078
838	0.9157233548
839	0.9156854787
840	0.9156433214
841	0.9155998746
842	0.9155364248
843	0.9154748896
844	0.9154261477
845	0.9154000855
846	0.9153609402
847	0.9153236427
848	0.915289578
849	0.9152529142
850	0.9151856289
851	0.9151472643
852	0.9150603405
853	0.9150096821
854	0.9149395238
855	0.91490094
856	0.9148586833
857	0.9148077177
858	0.9147536843
859	0.9146889508
860	0.9146477403
861	0.9145904122
862	0.9145439012
863	0.9145269897
864	0.9145051767
865	0.9144628981
866	0.9144328886
867	0.9143962803
868	0.9143276705
869	0.9142644042
870	0.9142215751
871	0.9141596258
872	0.9140964965
873	0.9140527546
874	0.9139845241
875	0.9139414252
876	0.9138895646
877	0.9138596181
878	0.9138140203
879	0.9137749275
880	0.9137442543
881	0.9136861042
882	0.9136296088
883	0.9135822309
884	0.9135428813
885	0.9135170037
886	0.9134542895
887	0.9133845005
888	0.9133402938
889	0.9132777259
890	0.9132483004
891	0.9132207023
892	0.9131457065
893	0.9131187907
894	0.9130725278
895	0.9130333818
896	0.9129941721
897	0.912952694
898	0.9129169633
899	0.9128634552
900	0.9128098828
901	0.9127582591
902	0.9127204864
903	0.9126783033
904	0.9126279248
905	0.9125630575
906	0.9125399834
907	0.9124794994
908	0.9124274041
909	0.9123570966
910	0.912295418
911	0.9122507595
912	0.9122018615
913	0.9121546021
914	0.9120987149
915	0.9120459424
916	0.9119834365
917	0.9119121958
918	0.9118699877
919	0.9118094723
920	0.9117798813
921	0.9117545419
922	0.911709203
923	0.9116474926
924	0.9116182793
925	0.911574279
926	0.9115377145
927	0.9114818674
928	0.9114257985
929	0.9113743335
930	0.9113460038
931	0.9112917947
932	0.9112402159
933	0.9112183305
934	0.9111956322
935	0.9111506436
936	0.9111107484
937	0.9110603451
938	0.9110268762
939	0.9109612741
940	0.9109142349
941	0.9108646849
942	0.9108046518
943	0.910766637
944	0.9107039391
945	0.9106558971
946	0.9106135676
947	0.9105505168
948	0.9105148706
949	0.9104812826
950	0.9104631268
951	0.9104204275
952	0.910392619
953	0.9103333132
954	0.9103013063
955	0.9102631089
956	0.9102168886
957	0.9101812467
958	0.9101580333
959	0.910116334
960	0.9100476311
961	0.9100049773
962	0.9099336826
963	0.9099014695
964	0.909849234
965	0.9097858126
966	0.9097292789
967	0.9097104157
968	0.9096719298
969	0.9096112715
970	0.9095940955
971	0.9095602399
972	0.9095318462
973	0.9094849576
974	0.9094249674
975	0.9093667656
976	0.9093021437
977	0.9092406794
978	0.9091922515
979	0.9091605503
980	0.9091215945
981	0.9090664697
982	0.9090389874
983	0.9089871962
984	0.9089576643
985	0.9089168093
986	0.9088706855
987	0.9088404739
988	0.9088028926
989	0.9087598099
990	0.9087128341
991	0.9086826898
992	0.9086261548
993	0.908577314
994	0.9085492247
995	0.908489121
996	0.9084363061
997	0.9084092243
998	0.9083706654
999	0.9083271351
