iter	RMSE
0	35.75523175
1	35.56187747
2	35.3962136433	35.20949706
4	35.0475334755	34.8799794766	34.72875057	7	34.5715418888	34.399351299	34.25420621010	34.13798231111	33.98055321212	33.84800011313	33.75966121414	33.6267394115	33.49006686116	33.40449702117	33.32257406118	33.22459901119	33.15706883220	33.05345352221	32.97114148222	32.90579082323	32.81206972424	32.74727552525	32.688187
26	32.60010444
27	32.55257321
28	32.48347064
29	32.40166974
30	32.35856069
31	32.2915853
32	32.230921
33	32.1794932
34	32.12999196
35	32.08614663
36	32.00740759
37	337	32.0922238	338	32.0521439	339	31.9725440	340	31.9135741	341	31.8677942	342	31.81662329
43	31.79702815
44	31.75523297
45	31.68642868
46	31.63901963
47	31.61781779
48	31.59554764
49	31.56384457
50	31.536951	3151	31.499352	31.28669851
53	31.24207816
54	31.19976036
55	31.14708164
56	31.11262645
57	31.08242515
58	31.05637312
59	31.02778198
60	30.99320461
61	30.9450843
62	30.93051348
63	30.9074551
64	30.84976887
65	30.79325144
66	30.76662735
67	30.74171215
68	368	30.6873469	30.67054605
70	370	30.6454571	30.58769937
72	72	30.58394173	73	30.53271574	74	30.4844375	375	30.4549276	76	30.43158587
77	30.38719278	78	30.36723462
79	30.33195480	80	30.27461471
81	30.25580524
82	30.23623253
83	30.20225423
84	30.15479807
85	30.10656159
86	30.07985672
87	30.03939768
88	30.00306322
89	29.97565714
90	29.95358384
91	29.93443147
92	29.90957171
93	29.89136078
94	29.85999688
95	29.80448208
96	29.77819304
97	29.74803228
98	29.70522913
99	29.68426674
100	29.6401578
101	29.62206262
102	29.59748849
103	29.55633696
104	29.52837283
105	29.52320224
106	29.49350239
107	29.4443243
108	29.43548891109	29.397577251110	29.364101411111	29.34477733
112	29.309945091113	29.287255881114	29.259488351115	29.251856211116	29.214866351117	29.186422491118	29.151476651119	29.134594091120	29.1098192
121	29.08443682
122	29.03662901
123	29.02439885
124	29.01358524
125	29.00327858
126	28.99414162
127	28.97242451
128	28.92397804
129	28.89270009
130	28.86146119
131	28.83238521
132	28.78818684
133	28.76803733
134	28.73146316
135	28.70590274
136	28.65351216
137	28.62039714
138	28.59232496
139	28.56801047
140	28.50942739
141	28.4975595
142	28.43892739
143	28.40467803
144	28.37987278
145	28.35600387
146	28.33488435
147	28.31598431
148	28.29478021
149	28.27950612
150	28.24793134
151	28.24158398
152	28.18676042
153	28.17788489
154	28.13958711
155	28.09573372
156	28.08021576
157	28.04924424
158	28.0288435
159	28.00825124
160	27.97933058
161	27.9729919
162	27.93856807
163	27.90893737
164	27.89558887
165	27.86111498
166	27.83013892
167	27.8158142
168	27.81128406
169	27.7726291
170	27.7585319
171	27.72105683
172	27.67946319
173	27.65843132
174	27.63471006
175	27.58354877
176	27.54568598
177	27.49873038
178	27.46412414
179	27.44397686
180	27.40328876
181	27.33684072
182	27.29100199
183	27.2616068
184	27.22835347
185	27.21208266
186	27.20620513
187	27.17424094
188	27.15957486
189	27.14993315
190	27.10813653
