iter	Logloss
344	0.5369924529
345	0.5367867161
346	0.5364603099
347	0.5362466368
348	0.5359575021
349	0.5357642699
350	0.5352947503
351	0.5350837016
352	0.5346180631
353	0.5343170654
354	0.5339972227
355	0.5336309728
356	0.5335090734
357	0.5333463059
358	0.5330891765
359	0.5328389795
360	0.5326324012
361	0.53247113
362	0.5322074502
363	0.5319593159
364	0.531711138
365	0.5313908232
366	0.5312511414
367	0.5309045434
368	0.5307042676
369	0.5305287504
370	0.5302788219
371	0.5299854649
372	0.5297170954
373	0.5293537017
374	0.5290792085
375	0.5288494673
376	0.5286120991
377	0.5283749465
378	0.5282343374
379	0.5280828689
380	0.5278143278
381	0.5276397711
382	0.5272002549
383	0.526979571
384	0.526674744
385	0.5262667586
386	0.5260125794
387	0.5257854114
388	0.5256043936
389	0.5253728224
390	0.525124628
391	0.5249666936
392	0.5245343614
393	0.5242631432
394	0.5240666909
395	0.5238326896
396	0.5236899356
397	0.5233599453
398	0.5228586897
399	0.5226681851
400	0.52244597
401	0.5222261453
402	0.521970098
403	0.5217067956
404	0.5214703722
405	0.5211138783
406	0.5208776841
407	0.5207070041
408	0.5205076802
409	0.5202486963
410	0.5200848217
411	0.5198218275
412	0.5196355673
413	0.5193809163
414	0.5191845122
415	0.5190325383
416	0.5189165059
417	0.5187667138
418	0.518619485
419	0.518406481
420	0.5181995022
421	0.5179380485
422	0.5175907397
423	0.5174322391
424	0.5170372751
425	0.5167179561
426	0.5163665734
427	0.5161459026
428	0.5159010717
429	0.5156885743
430	0.515447801
431	0.5152258663
432	0.5150157546
433	0.5148591826
434	0.5146655695
435	0.514256933
436	0.5139132497
437	0.5136081199
438	0.5134150877
439	0.5131933143
440	0.5130453741
441	0.5128600325
442	0.5127064622
443	0.5124892717
444	0.5123865859
445	0.5121506592
446	0.5119075926
447	0.5117404191
448	0.5114317516
449	0.5112748603
450	0.5111246744
451	0.5109905346
452	0.5108417437
453	0.5104626033
454	0.5101877505
455	0.5100042105
456	0.5097937616
457	0.5093998115
458	0.5091121731
459	0.508853118
460	0.5086847843
461	0.5084327594
462	0.5082889537
463	0.507988321
464	0.5076259677
465	0.5073742067
466	0.5072178018
467	0.5067145382
468	0.5065219047
469	0.5063028169
470	0.5061722847
471	0.5060105829
472	0.505874765
473	0.5056879463
474	0.5053393002
475	0.5051056708
476	0.5048800923
477	0.504708537
478	0.5045441986
479	0.504246479
480	0.5040922353
481	0.5038708191
482	0.503625455
483	0.5032900604
484	0.5029039096
485	0.5027578308
486	0.5024001754
487	0.5022846716
488	0.5020698161
489	0.5018323535
490	0.5016426319
491	0.5014846729
492	0.5010328257
493	0.5007896349
494	0.5006187132
495	0.5004254222
496	0.5001614707
497	0.4999433805
498	0.4997479456
499	0.4994327738
500	0.4993386469
501	0.4991839492
502	0.4990180189
503	0.4987930546
504	0.4986353261
505	0.4983070591
506	0.4980621792
507	0.4979671942
508	0.4977143099
509	0.4974299452
510	0.497261294
511	0.4971634573
512	0.4968657681
513	0.4966081969
514	0.4963647707
515	0.4961029491
516	0.4959463561
517	0.4957331353
518	0.4955808886
519	0.4953689332
520	0.4951699563
521	0.4948925181
522	0.4947241459
523	0.4943865413
524	0.4941664349
525	0.4939816652
526	0.4937442503
527	0.493594891
528	0.4933142714
529	0.4931525642
530	0.4930527508
531	0.4929044691
532	0.4926831657
533	0.4923597038
534	0.4920828244
535	0.4918987314
536	0.4915414218
537	0.4913170772
538	0.4910139218
539	0.4908190775
540	0.4906499124
541	0.4904872367
542	0.490257795
543	0.4900328133
544	0.4897967212
545	0.4896542521
546	0.4892975152
547	0.4890648928
548	0.4888751053
549	0.4887068185
550	0.4885569725
551	0.4883466451
552	0.4881324658
553	0.4878855155
554	0.4875167529
555	0.4873797317
556	0.4872186541
557	0.4870196643
558	0.4868692569
559	0.4867129606
560	0.4865017591
561	0.4862521504
562	0.4859303058
563	0.4856923358
564	0.4854240042
565	0.48528963
566	0.4849319787
567	0.4847344985
568	0.4844663935
569	0.484238015
570	0.4840263211
571	0.4839126367
572	0.4837097573
573	0.4834420316
574	0.4832175627
575	0.4829285042
576	0.4827196846
577	0.4824218808
578	0.4821983039
579	0.4818480803
580	0.4816526205
581	0.4815537045
582	0.4812016614
583	0.480766778
584	0.4805150158
585	0.480337051
586	0.4800401913
587	0.4797895512
588	0.479568598
589	0.4793153927
590	0.479110006
591	0.4787694304
592	0.4784838507
593	0.4782352755
594	0.4779646446
595	0.4777389868
596	0.4775824163
597	0.4773241276
598	0.4770807756
599	0.4767456787
600	0.4763691744
601	0.4761890846
602	0.4760165919
603	0.4758616112
604	0.4756165291
605	0.4754481818
606	0.4752219554
607	0.4750196814
608	0.4747620114
609	0.4746088045
610	0.4744623062
611	0.4742995086
612	0.4740741488
613	0.4737703949
614	0.4734531723
615	0.4732618501
616	0.4730124167
617	0.4727924622
618	0.4725938794
619	0.4723117586
620	0.4720759661
621	0.471854444
622	0.4716856542
623	0.4715047408
624	0.4712135617
625	0.4709939341
626	0.4707719754
627	0.4706002073
628	0.4703194803
629	0.4700169753
630	0.4698167307
631	0.4696984697
632	0.4694964216
633	0.4692518777
634	0.4690782623
635	0.4689109221
636	0.4687236141
637	0.4684718807
638	0.4682574443
639	0.4680080458
640	0.4678347579
641	0.4676057147
642	0.4673925113
643	0.4672458575
644	0.4669942954
645	0.4668098132
646	0.4665195869
647	0.4663289176
648	0.4660810357
649	0.4659032901
650	0.4655793592
651	0.4653690179
652	0.4651080912
653	0.4649288904
654	0.4648041751
655	0.4645548093
656	0.4643635527
657	0.4641979992
658	0.4640161005
659	0.4638182653
660	0.4635112548
661	0.4632719635
662	0.4630664528
663	0.4628398061
664	0.4626570224
665	0.462295764
666	0.4619955014
667	0.4618018381
668	0.4615037228
669	0.4612475334
670	0.4610156112
671	0.4605640461
672	0.4601852021
673	0.4599646744
674	0.4598245521
675	0.4594801648
676	0.4592641625
677	0.4590378925
678	0.4588032558
679	0.4584286709
680	0.4582076374
681	0.4579514215
682	0.457750752
683	0.4575471307
684	0.4573472159
685	0.4571691848
686	0.4569360923
687	0.4566909861
688	0.4564482746
689	0.4563355202
690	0.456058751
691	0.4558446891
692	0.4555958247
693	0.4554001695
694	0.4551638129
695	0.4549699273
696	0.4547315348
697	0.4545542292
698	0.454284258
699	0.4540242969
700	0.4536614413
701	0.4534242895
702	0.4532532446
703	0.4529648252
704	0.4526482139
705	0.4524245018
706	0.4521220407
707	0.4519247648
708	0.4514050564
709	0.451117293
710	0.4508613413
711	0.4505411676
712	0.4502854102
713	0.4500450699
714	0.4498362389
715	0.4496405213
716	0.4493707667
717	0.4492195901
718	0.4491176446
719	0.4489610061
720	0.4486487289
721	0.4484099688
722	0.448272989
723	0.4480294361
724	0.4477509832
725	0.4475103146
726	0.4473106962
727	0.4471139386
728	0.4469338625
729	0.4467862094
730	0.4465464839
731	0.446301757
732	0.4461121795
733	0.445930385
734	0.4455498395
735	0.445260877
736	0.4450733742
737	0.4448918095
738	0.4447685413
739	0.444502976
740	0.4443371583
741	0.4440829079
742	0.4438299725
743	0.4436243545
744	0.4433377286
745	0.4430841569
746	0.4428440244
747	0.4426719284
748	0.4424722221
749	0.4421282511
750	0.441912359
751	0.4415708244
752	0.4411812025
753	0.4408353098
754	0.4404954776
755	0.440255348
756	0.440107822
757	0.4398140904
758	0.439651163
759	0.4394348968
760	0.4391562133
761	0.4389667765
762	0.4387179191
763	0.4384165412
764	0.4380783647
765	0.437788811
766	0.4375634529
767	0.4373503546
768	0.4369981037
769	0.4368197757
770	0.4365720985
771	0.4363104207
772	0.4357755732
773	0.4353681966
774	0.4351285765
775	0.4348178373
776	0.4346494617
777	0.4344118126
778	0.4342867774
779	0.4340482743
780	0.4336595292
781	0.4335275445
782	0.4331720177
783	0.4329299355
784	0.4327512269
785	0.4325512414
786	0.432249324
787	0.4320044747
788	0.4317547241
789	0.431568282
790	0.4313231493
791	0.431131967
792	0.4305815512
793	0.4302245689
794	0.4297906449
795	0.4296005979
796	0.4294482565
797	0.4292437609
798	0.4291269959
799	0.4288983728
800	0.4285109943
801	0.4283146639
802	0.427896184
803	0.4275803948
804	0.4273668806
805	0.4272044062
806	0.4270378894
807	0.4267222865
808	0.426400318
809	0.4260629503
810	0.4258254456
811	0.4255729606
812	0.4253697661
813	0.4251108414
814	0.4249129773
815	0.4244411359
816	0.4241248159
817	0.4238414333
818	0.4234717905
819	0.4232980258
820	0.4230269108
821	0.4226153232
822	0.4224255588
823	0.4221915418
824	0.4219489233
825	0.4215856851
826	0.4211385177
827	0.421026243
828	0.4206723876
829	0.4204902758
830	0.4203309594
831	0.4199616754
832	0.419747228
833	0.4193568693
834	0.4191084015
835	0.41870772
836	0.418548182
837	0.4183582257
838	0.4179057705
839	0.4176482828
840	0.4174616424
841	0.4172995219
842	0.4169572379
843	0.4165412394
844	0.4163544346
845	0.4161312184
846	0.415986871
847	0.4156514045
848	0.4154325315
849	0.4152236931
850	0.4149672723
851	0.4146753356
852	0.4143939738
853	0.4140237448
854	0.413812005
855	0.4134208113
856	0.4130470578
857	0.4128081068
858	0.4125989622
859	0.4123385111
860	0.4121263809
861	0.4118889568
862	0.4116952348
863	0.4113682525
864	0.4111520212
865	0.4109442568
866	0.4105616077
867	0.4101999634
868	0.4099951125
869	0.4097620874
870	0.4096190384
871	0.4093627386
872	0.4090855364
873	0.408929946
874	0.4086763852
875	0.4083601357
876	0.4081583334
877	0.407867071
878	0.4075643006
879	0.407260517
880	0.407108107
881	0.4069080972
882	0.4067170316
883	0.4063834671
884	0.4061939246
885	0.4058027533
886	0.4052728159
887	0.4051223181
888	0.4047864215
889	0.4046155429
890	0.4044072787
891	0.4042768614
892	0.4041435339
893	0.4038546038
894	0.403332524
895	0.4030858003
896	0.4029444893
897	0.4024826454
898	0.4022358458
899	0.4020947462
900	0.4019158914
901	0.4017466957
902	0.4015209185
903	0.4013334163
904	0.4011481419
905	0.4009540418
906	0.4006045172
907	0.4002708027
908	0.3999879218
909	0.3997514189
910	0.3994849709
911	0.3991031043
912	0.3989658463
913	0.3986635198
914	0.3985189535
915	0.3982268014
916	0.3980996696
917	0.3979503384
918	0.3977514294
919	0.3975803154
920	0.3973847446
921	0.3971499384
922	0.396983248
923	0.3966309148
924	0.3962732143
925	0.3960464431
926	0.3957529914
927	0.3954404479
928	0.3951140992
929	0.394719811
930	0.3942470163
931	0.3940537891
932	0.3939015938
933	0.3938019442
934	0.3936565112
935	0.3933905016
936	0.3930192335
937	0.392846627
938	0.3924606664
939	0.3922539503
940	0.3920193567
941	0.3918161246
942	0.3916355997
943	0.3913742279
944	0.3910820542
945	0.3908271196
946	0.3906145224
947	0.3904011907
948	0.390083676
949	0.3898238118
950	0.3895503267
951	0.38940794
952	0.3892788781
953	0.3890653029
954	0.3888735944
955	0.3885878814
956	0.3884526494
957	0.388309284
958	0.3879669507
959	0.3878095062
960	0.3876559969
961	0.3875239563
962	0.3872548195
963	0.3869569164
964	0.3868108891
965	0.386479726
966	0.3861603671
967	0.3859241866
968	0.3856037577
969	0.3852881958
970	0.3849501462
971	0.3847723444
972	0.3846319543
973	0.3844528822
974	0.3842907702
975	0.38414686
976	0.383786589
977	0.383356042
978	0.3830661434
979	0.3829336772
980	0.3827607811
981	0.3825634272
982	0.3822257469
983	0.3819681019
984	0.3817450281
985	0.3813403124
986	0.3810200518
987	0.3804985123
988	0.3801882194
989	0.3797823296
990	0.3792900947
991	0.3791488365
992	0.3787183536
993	0.3785049685
994	0.3781964478
995	0.3780747299
996	0.3778239465
997	0.3776837999
998	0.3775339089
999	0.377360606
