iter	MultiClass
432	0.5100603054
433	0.5098843145
434	0.5094603054
435	0.5091984308
436	0.5089510977
437	0.508636962
438	0.5084441211
439	0.5076867059
440	0.5075110596
441	0.5072925654
442	0.5070571638
443	0.5069464016
444	0.5067991279
445	0.5066445435
446	0.5064047968
447	0.5062240753
448	0.5059922392
449	0.5056395964
450	0.5054865151
451	0.5052420439
452	0.5045919635
453	0.5043718706
454	0.5041810023
455	0.5039902818
456	0.5038442936
457	0.5036795011
458	0.5034740951
459	0.5030666484
460	0.5027597362
461	0.5025107579
462	0.5023690633
463	0.5021252412
464	0.5020242231
465	0.5018318
466	0.5015815121
467	0.5013570523
468	0.5009415618
469	0.5007268662
470	0.5002197125
471	0.4997969128
472	0.4996851655
473	0.4995729269
474	0.4991670181
475	0.4987556543
476	0.4983757463
477	0.4980943705
478	0.4979338069
479	0.4975723624
480	0.4973111262
481	0.4971991557
482	0.4971171575
483	0.4967596448
484	0.4965821629
485	0.496214746
486	0.4961241852
487	0.4957884599
488	0.4956410261
489	0.4954805335
490	0.49540295
491	0.4952213916
492	0.4951097366
493	0.4949787636
494	0.4945549116
495	0.4942425565
496	0.4941550285
497	0.4940009977
498	0.493722263
499	0.4935048287
500	0.4932528306
501	0.4931518719
502	0.4930679888
503	0.492965991
504	0.4927669614
505	0.4926347615
506	0.492339705
507	0.4921110615
508	0.4918908182
509	0.4918413931
510	0.4915835631
511	0.4913297312
512	0.4911240071
513	0.4910095483
514	0.4907788977
515	0.4904981999
516	0.4903712024
517	0.4902083885
518	0.4900366167
519	0.4896124845
520	0.4894363813
521	0.4892263537
522	0.4889103251
523	0.4887223752
524	0.4886541734
525	0.4885884318
526	0.4884308327
527	0.4881605776
528	0.4878116244
529	0.4876195976
530	0.4875215837
531	0.487305069
532	0.4871923216
533	0.4871259415
534	0.4867733434
535	0.4867118524
536	0.4866357977
537	0.4865350791
538	0.4862986082
539	0.4861631645
540	0.4860239636
541	0.4856739484
542	0.485355667
543	0.4850046401
544	0.4848152771
545	0.4846305481
546	0.4845412514
547	0.4844046996
548	0.4842487717
549	0.4842018667
550	0.4841174554
551	0.4839549592
552	0.4837614268
553	0.483631236
554	0.4832983862
555	0.4831782316
556	0.4831010093
557	0.4829122436
558	0.482692193
559	0.4825450389
560	0.4824238697
561	0.4822425394
562	0.4817951549
563	0.4816822302
564	0.4815910276
565	0.4815332731
566	0.4814162886
567	0.4811220931
568	0.4808937734
569	0.4807518104
570	0.4806237413
571	0.4804593386
572	0.4802131811
573	0.4799957259
574	0.4797783988
575	0.479345079
576	0.4792200891
577	0.4791420063
578	0.4790264671
579	0.4789167551
580	0.4786670141
581	0.4783666628
582	0.4782352499
583	0.4781193938
584	0.478025795
585	0.4776677461
586	0.4772985249
587	0.4772341831
588	0.4769078638
589	0.4765930909
590	0.4764699562
591	0.4761167811
592	0.4760002308
593	0.4755966182
594	0.4755348276
595	0.4752513765
596	0.4751843735
597	0.475091646
598	0.4750016066
599	0.474676678
600	0.4743169151
601	0.474171276
602	0.4740796212
603	0.4739514505
604	0.4736568798
605	0.4735850229
606	0.473457778
607	0.4733825267
608	0.4732666034
609	0.4731528485
610	0.4729865379
611	0.4727262647
612	0.4724626891
613	0.472346995
614	0.4718465995
615	0.4715497329
616	0.4714777928
617	0.4713517166
618	0.4711001218
619	0.4709812373
620	0.4708978094
621	0.4707428406
622	0.4705111074
623	0.4704237092
624	0.4702929479
625	0.470228286
626	0.4701494563
627	0.4700786522
628	0.4700421259
629	0.4696504181
630	0.4695966735
631	0.4693413204
632	0.4688334121
633	0.4687338097
634	0.4685074527
635	0.468416141
636	0.4682287166
637	0.4680963772
638	0.4679292364
639	0.4678625938
640	0.4675753556
641	0.4673920941
642	0.4672383131
643	0.4669329677
644	0.466784803
645	0.4667164482
646	0.4664407348
647	0.466314752
648	0.4661954882
649	0.4660900847
650	0.4660501651
651	0.4658899082
652	0.4657667395
653	0.4656024523
654	0.4655422091
655	0.4653633485
656	0.4652965259
657	0.4652230819
658	0.4651400037
659	0.4650700636
660	0.4649565858
661	0.4647888586
662	0.4645879037
663	0.4644502575
664	0.4642643331
665	0.4641080187
666	0.4639741864
667	0.4637670758
668	0.4635946949
669	0.4635419717
670	0.4634534031
671	0.4633573635
672	0.4632181618
673	0.4631868141
674	0.463059203
675	0.4629570451
676	0.4626930275
677	0.4625146071
678	0.4623492373
679	0.4621734534
680	0.4620908384
681	0.4620354431
682	0.4619021146
683	0.4618048615
684	0.4615591572
685	0.4614234101
686	0.461380639
687	0.4611046465
688	0.4610087634
689	0.4608409134
690	0.4607619079
691	0.4606917703
692	0.460512396
693	0.4602942252
694	0.4601808849
695	0.4599686609
696	0.4598510497
697	0.459798214
698	0.4596152779
699	0.4595034444
700	0.4593376341
701	0.45906468
702	0.4589475005
703	0.4588803028
704	0.4588077325
705	0.4587051841
706	0.4586111074
707	0.4582716801
708	0.4581483361
709	0.4580178954
710	0.4578163251
711	0.4574760404
712	0.4574008657
713	0.4573155071
714	0.4570679548
715	0.4568982362
716	0.4567439321
717	0.4566985908
718	0.4564289393
719	0.4561546635
720	0.4559509241
721	0.4558118677
722	0.4556795129
723	0.4555434767
724	0.4551385067
725	0.4550757747
726	0.4549250836
727	0.4548092178
728	0.4545636944
729	0.45442463
730	0.4542559341
731	0.4538628435
732	0.4537411367
733	0.4535860627
734	0.4535078028
735	0.4532461169
736	0.4531204861
737	0.4529336291
738	0.452766337
739	0.4526860884
740	0.4525692209
741	0.4523330033
742	0.4520164926
743	0.451875237
744	0.4518152291
745	0.451667661
746	0.4514882913
747	0.4514057999
748	0.4513188843
749	0.4512472123
750	0.4511622188
751	0.4511186541
752	0.4510609444
753	0.4509518528
754	0.4506938462
755	0.4505962484
756	0.4504381783
757	0.450327792
758	0.450232455
759	0.4500857952
760	0.4498626847
761	0.449769921
762	0.4495683599
763	0.4495052752
764	0.4494179303
765	0.449338807
766	0.449237111
767	0.4491779896
768	0.4488975075
769	0.4487945626
770	0.4487537273
771	0.4485391473
772	0.4484675203
773	0.4482289142
774	0.448054881
775	0.4479592805
776	0.4478528254
777	0.4477829848
778	0.4476635391
779	0.4475391515
780	0.4474452909
781	0.4473733637
782	0.4472461067
783	0.4471874562
784	0.4471134837
785	0.4467968547
786	0.4466181136
787	0.446366298
788	0.446245156
789	0.4461983058
790	0.4459905216
791	0.4456703936
792	0.44550801
793	0.4454436214
794	0.4452179834
795	0.4451063391
796	0.4450427919
797	0.4449320871
798	0.4447626086
799	0.4444447538
800	0.4443814455
801	0.4443022614
802	0.444183935
803	0.4441411205
804	0.4439676903
805	0.4438289202
806	0.4437769282
807	0.4436347762
808	0.4435632776
809	0.4434427887
810	0.4433015548
811	0.4431983103
812	0.4431009002
813	0.442957396
814	0.4428319391
815	0.4426518153
816	0.4424990973
817	0.4424379505
818	0.4422609479
819	0.4422007907
820	0.4420848044
821	0.4418802479
822	0.4417604001
823	0.441610846
824	0.4414955345
825	0.4412266059
826	0.4411526313
827	0.4410647973
828	0.4409828909
829	0.4409058493
830	0.4407787344
831	0.4406385978
832	0.4405826154
833	0.4404601172
834	0.4403607824
835	0.4402865323
836	0.4401850663
837	0.4401025448
838	0.4399769312
839	0.439822643
840	0.4397341017
841	0.4396463914
842	0.4395722049
843	0.4395291234
844	0.4393840145
845	0.439299899
846	0.439066108
847	0.4389080162
848	0.4388367169
849	0.438707001
850	0.4385731979
851	0.4383878528
852	0.4382722858
853	0.4381461254
854	0.4380415799
855	0.4379122929
856	0.4376810784
857	0.4374856061
858	0.4373506916
859	0.4372784543
860	0.4372231212
861	0.4369919212
862	0.4369171256
863	0.4366798506
864	0.4364095474
865	0.4362404296
866	0.4361719014
867	0.4360416808
868	0.4359194041
869	0.4358693391
870	0.4357581675
871	0.4357076077
872	0.4354891752
873	0.4353215837
874	0.4352173404
875	0.4350226219
876	0.4348419467
877	0.4347857051
878	0.4346826538
879	0.4345101936
880	0.4344341051
881	0.4343579538
882	0.4341001277
883	0.4340456259
884	0.4339632147
885	0.4339231793
886	0.4338058849
887	0.4337123525
888	0.4336449838
889	0.4335308547
890	0.4334146595
891	0.4330524364
892	0.432739842
893	0.4326661869
894	0.4324622327
895	0.4323777825
896	0.432160659
897	0.43198564
898	0.4318122659
899	0.4316755131
900	0.4315073431
901	0.4313140647
902	0.4312320662
903	0.4309982345
904	0.4309055535
905	0.4306569748
906	0.4306334744
907	0.430564533
908	0.430478127
909	0.4302616451
910	0.4301697995
911	0.4299030024
912	0.4298316718
913	0.4297667041
914	0.4296736875
915	0.4296027539
916	0.4295248198
917	0.4292781966
918	0.4292090511
919	0.4291408089
920	0.4290503108
921	0.4289637781
922	0.4286787913
923	0.4285661271
924	0.4284258445
925	0.4283654956
926	0.4281841203
927	0.4281059494
928	0.4280284985
929	0.4279531758
930	0.4277707832
931	0.4276914702
932	0.4274388809
933	0.4273466517
934	0.4272846186
935	0.4271936881
936	0.4271243797
937	0.4268614678
938	0.4267554823
939	0.4266825933
940	0.4264234041
941	0.4262977176
942	0.4261776988
943	0.4260922287
944	0.4260287435
945	0.4259398204
946	0.4258754125
947	0.4258200118
948	0.4257705166
949	0.4256685037
950	0.4255682322
951	0.4253718155
952	0.4253198262
953	0.4252538757
954	0.4251661271
955	0.4250952181
956	0.4249729185
957	0.424918231
958	0.4248159104
959	0.4247162639
960	0.4246730343
961	0.4245954139
962	0.4245353529
963	0.4244680723
964	0.4244040494
965	0.4242688703
966	0.4240734843
967	0.423866463
968	0.4237957157
969	0.4236786849
970	0.4235452088
971	0.4234812892
972	0.4233931233
973	0.4232732383
974	0.4230701168
975	0.4230147208
976	0.4229298847
977	0.4228645383
978	0.4227508318
979	0.4226464105
980	0.422380268
981	0.4222998319
982	0.4222382499
983	0.4221662986
984	0.4219752004
985	0.4218746437
986	0.4217834869
987	0.4216644298
988	0.4215972746
989	0.4215444045
990	0.4214716479
991	0.4212779352
992	0.4212022067
993	0.4211612594
994	0.4211019094
995	0.4208765069
996	0.4208224402
997	0.4207233135
998	0.4206635475
999	0.4205981565
