iter	MAE
171	38.41668488
172	38.34267536
173	38.31379307
174	38.22940823
175	38.12725197
176	38.02847593
177	37.9384282
178	37.88256073
179	37.79706666
180	37.72007049
181	37.66324317
182	37.5827967
183	37.53752807
184	37.53005009
185	37.44263816
186	37.376471
187	37.30019936
188	37.22229179
189	37.21425539
190	37.18776983
191	37.14645178
192	37.10446868
193	37.02947939
194	37.01287014
195	36.9988818
196	36.94206162
197	36.86208735
198	36.84973004
199	36.81045463
200	36.79918276
201	36.78900317
202	36.76522696
203	36.74115497
204	36.70553943
205	36.61413104
206	36.60893502
207	36.58985459
208	36.57810769
209	36.56021396
210	36.4941094
211	36.48550906
212	36.41328667
213	36.40530084
214	36.39455941
215	36.3738244
216	36.23756831
217	36.15172513
218	36.05555105
219	35.99895658
220	35.90279196
221	35.82666552
222	35.82073502
223	35.80648355
224	35.76345016
225	35.74047367
226	35.71434273
227	35.6938977
228	35.6809263
229	35.59254171
230	35.50953237
231	35.48339002
232	35.42705024
233	35.38140125
234	35.37300701
235	35.34242575
236	35.31186029
237	35.26741062
238	35.24474341
239	35.20249613
240	35.15639469
241	35.11732637
242	35.07800163
243	35.07111477
244	35.06640821
245	35.06105324
246	35.04359426
247	35.0249884
248	34.98200639
249	34.9277905
250	34.903261
251	34.86804921
252	34.83523277
253	34.81548491
254	34.79095051
255	34.75815652
256	34.71691047
257	34.66092344
258	34.63886551
259	34.55614745
260	34.50523455
261	34.45410467
262	34.39496953
263	34.32850571
264	34.25649157
265	34.22821943
266	34.16959929
267	34.12459161
268	34.08585045
269	34.04667211
270	34.00680873
271	33.96938931
272	33.90862182
273	33.8359006
274	33.80397561
275	33.77921686
276	33.76471795
277	33.72007386
278	33.69672212
279	33.68021242
280	33.64635987
281	33.61102428
282	33.57896418
283	33.53452853
284	33.49450511
285	33.45200131
286	33.40906497
287	33.39408718
288	33.37248593
289	33.33147672
290	33.29387407
291	33.28476255
292	33.22792022
293	33.20850259
294	33.18827143
295	33.14900563
296	33.05013949
297	33.0247227
298	33.02142707
299	32.95447003
300	32.93169258
301	32.89747304
302	32.87837583
303	32.86366403
304	32.85621581
305	32.84664992
306	32.81847488
307	32.80720184
308	32.78760715
309	32.74914073
310	32.73121234
311	32.69759627
312	32.67921306
313	32.63812436
314	32.57412281
315	32.51846838
316	32.48581221
317	32.39901495
318	32.35415339
319	32.30741368
320	32.28760353
321	32.18821311
322	32.14303988
323	32.01836824
324	31.96973738
325	31.88957362
326	31.87354608
327	31.86731406
328	31.80671907
329	31.77603234
330	31.73286853
331	31.70905224
332	31.68001465
333	31.64146935
334	31.59602857
335	31.5844482
336	31.49748156
337	31.47623391
338	31.46731715
339	31.45517517
340	31.44205695
341	31.41583824
342	31.39377443
343	31.3862029
344	31.38215048
345	31.35511996
346	31.30909491
347	31.28514273
348	31.25204948
349	31.24807145
350	31.24180972
351	31.23789659
352	31.23154261
353	31.22587045
354	31.21492368
355	31.20770334
356	31.19589677
357	31.17286399
358	31.16042284
359	31.13055361
360	31.0821916
361	31.04919908
362	31.00971397
363	30.98826511
364	30.95943364
365	30.92656558
366	30.9083303
367	30.87177858
368	30.83464551
369	30.80979911
370	30.74569997
371	30.70348429
372	30.69502887
373	30.65627979
374	30.64213315
375	30.63149886
376	30.6166016
377	30.60705235
378	30.58619649
379	30.5727985
380	30.54653417
381	30.53891952
382	30.53416011
383	30.4968889
384	30.47892403
385	30.46124674
386	30.44955569
387	30.41795486
388	30.40921111
389	30.39116719
390	30.34783818
391	30.28204797
392	30.25794333
393	30.23020472
394	30.2258352
395	30.20600266
396	30.19173821
397	30.16263594
398	30.13227971
399	30.12703076
400	30.12311519
401	30.09713003
402	30.09058659
403	30.07430771
404	30.03682756
405	30.01951229
406	29.98979653
407	29.98444471
408	29.97299141
409	29.93189825
410	29.91552984
411	29.88649247
412	29.87668186
413	29.86814986
414	29.8577545
415	29.84455507
416	29.83858566
417	29.82088601
418	29.81548203
419	29.80666087
420	29.78940567
421	29.77447626
422	29.75588689
423	29.74527695
424	29.70516713
425	29.63322702
426	29.61268445
427	29.55909829
428	29.534068
429	29.51496684
430	29.48343454
431	29.434934
432	29.38832621
433	29.36432263
434	29.34606617
435	29.3258313
436	29.30526955
437	29.28014537
438	29.25667455
439	29.24788018
440	29.22238062
441	29.21680979
442	29.21121315
443	29.20682517
444	29.20308372
445	29.1944703
446	29.1732953
447	29.16820598
448	29.10943673
449	29.08041878
450	29.05003771
451	29.01967854
452	29.00408962
453	28.97005804
454	28.9540675
455	28.94619691
456	28.92877785
457	28.91959227
458	28.90296957
459	28.88642902
460	28.86596439
461	28.84106716
462	28.8262074
463	28.79541302
464	28.70276116
465	28.67765529
466	28.66381436
467	28.64987829
468	28.64165486
469	28.63480415
470	28.62315416
471	28.58090874
472	28.55916786
473	28.52642616
474	28.51328746
475	28.47996328
476	28.45936977
477	28.44826711
478	28.42178003
479	28.38464383
480	28.37303556
481	28.35597478
482	28.34614367
483	28.34035932
484	28.33340978
485	28.31604885
486	28.28616926
487	28.27954426
488	28.2765755
489	28.27095417
490	28.26555272
491	28.23860332
492	28.22124981
493	28.21092052
494	28.20810759
495	28.20106813
496	28.18004165
497	28.17641934
498	28.17228984
499	28.16922088
500	28.16559533
501	28.15066897
502	28.14448645
503	28.11634884
504	28.10800999
505	28.10511108
506	28.08887672
507	28.08421965
508	28.07563552
509	28.07231337
510	28.06280524
511	28.05663214
512	28.04528101
513	28.03118304
514	27.9703468
515	27.93480156
516	27.91918269
517	27.89926989
518	27.88539921
519	27.84154932
520	27.8180647
521	27.81150428
522	27.7896015
523	27.75692177
524	27.71674007
525	27.69251344
526	27.63441465
527	27.61408061
528	27.61002955
529	27.58905036
530	27.55927539
531	27.54866824
532	27.53395881
533	27.51011057
534	27.48660476
535	27.4721315
536	27.43131119
537	27.41451486
538	27.38912789
539	27.36876575
540	27.35141955
541	27.34153906
542	27.32114344
543	27.30774469
544	27.26600078
545	27.26135445
546	27.23309081
547	27.19835604
548	27.19423265
549	27.18819892
550	27.18254837
551	27.17703798
552	27.16922743
553	27.13541235
554	27.13169992
555	27.11145743
556	27.10410131
557	27.08205544
558	27.0713082
559	27.06399143
560	27.06078774
561	27.05363241
562	27.03917643
563	27.03504419
564	27.0324161
565	27.02814844
566	27.0043657
567	26.9969443
568	26.98782099
569	26.93863416
570	26.92604065
571	26.85443876
572	26.84566546
573	26.84149072
574	26.83818379
575	26.83486753
576	26.81387018
577	26.78509651
578	26.73692848
579	26.71779806
580	26.70909077
581	26.67866065
582	26.66540283
583	26.64248807
584	26.6133787
585	26.59002707
586	26.58010927
587	26.57699182
588	26.56798629
589	26.55404943
590	26.54323436
591	26.52618205
592	26.51357777
593	26.49932226
594	26.4784017
595	26.44653888
596	26.42529028
597	26.39441079
598	26.38155252
599	26.36795112
600	26.36239555
601	26.35749932
602	26.34491292
603	26.3415514
604	26.31003105
605	26.289756
606	26.2748117
607	26.26515434
608	26.23843315
609	26.22789653
610	26.17660623
611	26.16454441
612	26.14517442
613	26.10934989
614	26.08126575
615	26.06441858
616	26.0330745
617	26.02324297
618	25.98193939
619	25.96196581
620	25.95688276
621	25.95277868
622	25.94857876
623	25.92633455
624	25.89910055
625	25.84227023
626	25.83128595
627	25.81945693
628	25.77132219
629	25.75192828
630	25.73266269
631	25.71726197
632	25.6968858
633	25.69166802
634	25.68147805
635	25.66851308
636	25.64225579
637	25.62721148
638	25.58280131
639	25.56514434
640	25.55349993
641	25.54223371
642	25.53401309
643	25.51199466
644	25.49867839
645	25.49405056
646	25.48981676
647	25.45459806
648	25.44465345
649	25.43569274
650	25.41635973
651	25.40185391
652	25.38712136
653	25.37591019
654	25.36637003
655	25.35312585
656	25.34259647
657	25.33543307
658	25.30767644
659	25.29954544
660	25.27542121
661	25.26212408
662	25.24190219
663	25.23203782
664	25.22320288
665	25.21725442
666	25.21047883
667	25.20595079
668	25.19188917
669	25.18048922
670	25.17256415
671	25.15818208
672	25.15310337
673	25.14198334
674	25.12135099
675	25.10051342
676	25.09555747
677	25.0902983
678	25.08770327
679	25.07419318
680	25.05514497
681	25.0497621
682	25.02867311
683	25.02275152
684	25.00195348
685	24.97792291
686	24.97423911
687	24.95988384
688	24.95289605
689	24.94718142
690	24.91594137
691	24.91073489
692	24.89978023
693	24.88173537
694	24.87822266
695	24.87195183
696	24.86549348
697	24.854399
698	24.85181574
699	24.84841289
700	24.81862733
701	24.79873235
702	24.77266569
703	24.74958799
704	24.7030803
705	24.6638097
706	24.64824906
707	24.64541409
708	24.59821463
709	24.5363056
710	24.52349818
711	24.51039215
712	24.49137263
713	24.48898882
714	24.4853587
715	24.47964181
716	24.47614069
717	24.47094888
718	24.45772404
719	24.42562692
720	24.39856839
721	24.3738153
722	24.36661983
723	24.35202809
724	24.32839653
725	24.32597828
726	24.31757152
727	24.30763324
728	24.30041668
729	24.29050939
730	24.27590022
731	24.2729592
732	24.26190091
733	24.24923626
734	24.22866838
735	24.22082796
736	24.20928893
737	24.20350524
738	24.19828122
739	24.19422353
740	24.1904049
741	24.18718769
742	24.15990006
743	24.15615436
744	24.14740424
745	24.13353885
746	24.12557365
747	24.10635788
748	24.08635437
749	24.08244071
750	24.06079798
751	24.05337335
752	24.05024668
753	24.04580132
754	24.0256279
755	24.01065496
756	24.00482696
757	24.00046383
758	23.99616755
759	23.99201112
760	23.97939728
761	23.96795683
762	23.96506559
763	23.96234801
764	23.94954705
765	23.94791683
766	23.94556105
767	23.94220158
768	23.93991723
769	23.93491169
770	23.92689378
771	23.92011876
772	23.90106746
773	23.89348545
774	23.88936928
775	23.88077288
776	23.85006118
777	23.84696397
778	23.84111685
779	23.8116985
780	23.79412062
781	23.77814183
782	23.76981383
783	23.75600847
784	23.74401257
785	23.73848423
786	23.73139765
787	23.72709396
788	23.70641244
789	23.69884398
790	23.69422404
791	23.69062486
792	23.6876704
793	23.68378033
794	23.67561921
795	23.6719653
796	23.65098615
797	23.64819835
798	23.64022076
799	23.63258589
800	23.62698974
801	23.61066879
802	23.60269626
803	23.58845803
804	23.57629756
805	23.57082887
806	23.54922156
807	23.53817399
808	23.53042864
809	23.52620649
810	23.52369426
811	23.50317054
812	23.49947713
813	23.49112836
814	23.48732614
815	23.48351651
816	23.47557987
817	23.46490653
818	23.45791874
819	23.45504152
820	23.44534686
821	23.44115007
822	23.43305776
823	23.43030877
824	23.42402702
825	23.41943207
826	23.41494367
827	23.40373219
828	23.38604323
829	23.35023877
830	23.3211589
831	23.31361141
832	23.30691476
833	23.26907926
834	23.25482915
835	23.24885348
836	23.22528514
837	23.21554139
838	23.20780811
839	23.20304002
840	23.19694917
841	23.18987993
842	23.15830744
843	23.15481096
844	23.13409993
845	23.12692632
846	23.11952509
847	23.10565187
848	23.10281279
849	23.08880771
850	23.07035376
851	23.06686501
852	23.05543928
853	23.05274862
854	23.04756449
855	23.04029235
856	23.03753893
857	23.03502774
858	23.02756074
859	23.02438267
860	23.02147702
861	23.01811368
862	23.01431903
863	23.00885481
864	23.00137368
865	22.99826632
866	22.99067477
867	22.97969066
868	22.95477673
869	22.94006335
870	22.93329256
871	22.92848469
872	22.90465487
873	22.90127198
874	22.89916417
875	22.89655669
876	22.89210612
877	22.88774893
878	22.88502463
879	22.88291501
880	22.8813666
881	22.87137424
882	22.8623276
883	22.85941637
884	22.85178874
885	22.84881265
886	22.84646456
887	22.84427188
888	22.83968834
889	22.83728858
890	22.83426886
891	22.83162654
892	22.82658105
893	22.81661268
894	22.81392929
895	22.81059236
896	22.80586776
897	22.8019783
898	22.79842029
899	22.79011473
900	22.78514279
901	22.78192007
902	22.77203874
903	22.76630815
904	22.75711468
905	22.75456566
906	22.7505448
907	22.74685716
908	22.74390787
909	22.73808314
910	22.73632853
911	22.7341956
912	22.73238469
913	22.72930089
914	22.72216041
915	22.71232487
916	22.70227456
917	22.69776657
918	22.69156621
919	22.66904443
920	22.65877553
921	22.65654035
922	22.63067745
923	22.60774052
924	22.59116388
925	22.57968564
926	22.57676931
927	22.56968615
928	22.56206851
929	22.55037962
930	22.54693339
931	22.54278436
932	22.53623061
933	22.52979946
934	22.51122984
935	22.49768174
936	22.49135084
937	22.48474183
938	22.47900016
939	22.47570614
940	22.47348067
941	22.47112265
942	22.46771657
943	22.46549932
944	22.44234596
945	22.43983242
946	22.43143652
947	22.42920112
948	22.41423694
949	22.40307652
950	22.39374526
951	22.37614558
952	22.30967284
953	22.30667501
954	22.30051312
955	22.29699087
956	22.28826147
957	22.28524661
958	22.27689627
959	22.26407418
960	22.25444036
961	22.25038524
962	22.24856205
963	22.23992933
964	22.23487022
965	22.20083052
966	22.19474733
967	22.19205519
968	22.18838747
969	22.18650192
970	22.18346853
971	22.18116636
972	22.17980119
973	22.17795483
974	22.1769243
975	22.17513839
976	22.16689119
977	22.15532662
978	22.14530364
979	22.13579382
980	22.13171001
981	22.11482185
982	22.10935036
983	22.10076492
984	22.09589987
985	22.08731425
986	22.08217435
987	22.06242704
988	22.0597092
989	22.05350743
990	22.05067798
991	22.04587139
992	22.03890822
993	22.03732105
994	22.03159632
995	22.02923999
996	22.02123901
997	22.01647234
998	22.01369271
999	22.00956671
1000	21.9968881
1001	21.99326677
1002	21.97931072
1003	21.97481564
1004	21.97086538
1005	21.96247972
1006	21.95579998
1007	21.94997731
1008	21.94163309
1009	21.93614814
1010	21.93070928
1011	21.90553904
1012	21.90224661
1013	21.89674028
1014	21.88154943
1015	21.84762415
1016	21.84273377
1017	21.83981372
1018	21.83688125
1019	21.83375147
1020	21.83072522
1021	21.82179578
1022	21.81900153
1023	21.8165286
1024	21.81043051
1025	21.80773134
1026	21.80370279
1027	21.80180615
1028	21.79720998
1029	21.78236312
1030	21.77247387
1031	21.7616872
1032	21.75270265
1033	21.74788985
1034	21.7417388
1035	21.72926673
1036	21.72320328
1037	21.72074568
1038	21.70415806
1039	21.68258126
1040	21.67210189
1041	21.64489992
1042	21.61491515
1043	21.61167482
1044	21.6035366
1045	21.59649632
1046	21.58941667
1047	21.58059834
1048	21.57679344
1049	21.57154148
1050	21.55216722
1051	21.54492521
1052	21.54209723
1053	21.5245517
1054	21.52255883
1055	21.51933578
1056	21.51437334
1057	21.51160438
1058	21.50698999
1059	21.50029443
1060	21.4982949
1061	21.496478
1062	21.49372796
1063	21.49178456
1064	21.48909824
1065	21.48292354
1066	21.48040317
1067	21.47772388
1068	21.4760137
1069	21.47449853
1070	21.47209055
1071	21.47035891
1072	21.46909218
1073	21.46720721
1074	21.46577254
1075	21.4628213
1076	21.46098975
1077	21.45699159
1078	21.45586326
1079	21.45403173
1080	21.4442048
1081	21.44266131
1082	21.42934603
1083	21.42598126
1084	21.42281424
1085	21.41603853
1086	21.4115542
1087	21.40842428
1088	21.40642591
1089	21.40471026
1090	21.3987663
1091	21.39585238
1092	21.39083668
1093	21.36927935
1094	21.35776384
1095	21.35478218
1096	21.34780601
1097	21.34559175
1098	21.33931226
1099	21.33767563
1100	21.32756571
1101	21.31867368
1102	21.30616283
1103	21.3014723
1104	21.28768389
1105	21.28493333
1106	21.28158824
1107	21.25440718
1108	21.24777606
1109	21.23963414
1110	21.23730373
1111	21.23171747
1112	21.22353473
1113	21.21968412
1114	21.21652069
1115	21.16898347
1116	21.16115042
1117	21.158259
1118	21.15486695
1119	21.14271968
1120	21.14028306
1121	21.12608319
1122	21.10385314
1123	21.08825293
1124	21.07853436
1125	21.07727473
1126	21.07344454
1127	21.07040336
1128	21.06675167
1129	21.06503982
1130	21.05794828
1131	21.04981017
1132	21.03536299
1133	21.02998564
1134	21.02225566
1135	21.01005894
1136	21.00576417
1137	21.00409541
1138	20.99779969
1139	20.99463052
1140	20.99279523
1141	20.98994352
1142	20.98710308
1143	20.98095052
1144	20.96934447
1145	20.96222707
1146	20.9563724
1147	20.95407567
1148	20.94634295
1149	20.94299129
1150	20.94056047
1151	20.93675284
1152	20.93421264
1153	20.93171715
1154	20.92684646
1155	20.92040366
1156	20.91422108
1157	20.91088227
1158	20.9041547
1159	20.90144067
1160	20.89616069
1161	20.89181042
1162	20.88037863
1163	20.86382403
1164	20.8497932
1165	20.83953295
1166	20.81647248
1167	20.7922882
1168	20.7698373
1169	20.76584497
1170	20.75759847
1171	20.74947527
1172	20.7478722
1173	20.7339522
1174	20.72571946
1175	20.7195063
1176	20.71729126
1177	20.71098003
1178	20.70802681
1179	20.7004478
1180	20.69850247
1181	20.69676192
1182	20.69465722
1183	20.67673133
1184	20.66766271
1185	20.66402631
1186	20.63701299
1187	20.62494417
1188	20.61498801
1189	20.59966585
1190	20.59365036
1191	20.58327801
1192	20.57282079
1193	20.56563569
1194	20.55728429
1195	20.5547404
1196	20.55257218
1197	20.54497585
1198	20.5426561
1199	20.54015745
1200	20.53711782
1201	20.53356322
1202	20.53184403
1203	20.52853592
1204	20.52539093
1205	20.51214778
1206	20.50329038
1207	20.49966241
1208	20.49895393
1209	20.49588703
1210	20.49267256
1211	20.48676686
1212	20.48351152
1213	20.46223066
1214	20.45827679
1215	20.43312706
1216	20.42967408
1217	20.42427617
1218	20.40656981
1219	20.39964766
1220	20.39507444
1221	20.39196297
1222	20.38920565
1223	20.38180516
1224	20.37717669
1225	20.37401364
1226	20.37137908
1227	20.36836057
1228	20.36272421
1229	20.35369124
1230	20.35132438
1231	20.34899657
1232	20.34674519
1233	20.34500379
1234	20.34120025
1235	20.33811951
1236	20.33340457
1237	20.3276968
1238	20.32373448
1239	20.32204846
1240	20.32006974
1241	20.31786345
1242	20.31502392
1243	20.30070558
1244	20.2977618
1245	20.29464376
1246	20.29147954
1247	20.28589897
1248	20.2836436
1249	20.28134577
1250	20.27885438
1251	20.27619097
1252	20.27474457
1253	20.27355671
1254	20.27154765
1255	20.26463318
1256	20.25817793
1257	20.25536837
1258	20.24989979
1259	20.23913468
1260	20.23237574
1261	20.23067698
1262	20.22416664
1263	20.22094499
1264	20.21108159
1265	20.20801064
1266	20.2049527
1267	20.20175766
1268	20.1999221
1269	20.19650975
1270	20.19293725
1271	20.17177937
1272	20.16924148
1273	20.16495114
1274	20.16172039
1275	20.15791277
1276	20.1515156
1277	20.15064869
1278	20.14997003
1279	20.14910455
1280	20.1460845
1281	20.14305466
1282	20.13752288
1283	20.13582952
1284	20.12420594
1285	20.11915636
1286	20.10000883
1287	20.09847873
1288	20.08550057
1289	20.08323371
1290	20.07824223
1291	20.07344093
1292	20.06553876
1293	20.06194397
1294	20.05479839
1295	20.05128544
1296	20.0403398
1297	20.02334187
1298	20.01526947
1299	20.00702566
1300	19.98090518
1301	19.97641264
1302	19.96925124
1303	19.96794783
1304	19.95905022
1305	19.95729912
1306	19.95590899
1307	19.9543083
1308	19.95141301
1309	19.9486018
1310	19.94419281
1311	19.93420186
1312	19.92712354
1313	19.92271068
1314	19.92120423
1315	19.91870512
1316	19.90604525
1317	19.90264972
1318	19.89741168
1319	19.89340501
1320	19.8907605
1321	19.88591568
1322	19.88070663
1323	19.87918888
1324	19.87783464
1325	19.87489889
1326	19.87338516
1327	19.8718677
1328	19.87080812
1329	19.86714985
1330	19.8628352
1331	19.84761897
1332	19.84521734
1333	19.84140841
1334	19.82795651
1335	19.82294763
1336	19.81964455
1337	19.81375276
1338	19.80682047
1339	19.80418347
1340	19.79868939
1341	19.79570944
1342	19.79233879
1343	19.7897559
1344	19.77923189
1345	19.7756672
1346	19.76974875
1347	19.76640894
1348	19.75471506
1349	19.73580574
1350	19.73072737
1351	19.7270335
1352	19.70892025
1353	19.69955146
1354	19.69736675
1355	19.69489994
1356	19.68628914
1357	19.68089942
1358	19.67864621
1359	19.67714679
1360	19.66235843
1361	19.64841596
1362	19.6283198
1363	19.61595339
1364	19.6137764
1365	19.61239497
1366	19.61015702
1367	19.60319072
1368	19.59843505
1369	19.59317237
1370	19.58712416
1371	19.58432548
1372	19.57127536
1373	19.56932753
1374	19.56362968
1375	19.56155605
1376	19.5587966
1377	19.55618799
1378	19.5478259
1379	19.54602064
1380	19.54257949
1381	19.53932592
1382	19.53743432
1383	19.53463468
1384	19.53146013
1385	19.52891854
1386	19.52585733
1387	19.52350491
1388	19.52212046
1389	19.50587489
1390	19.49909603
1391	19.48688215
1392	19.48414572
1393	19.48078165
1394	19.47789407
1395	19.47402572
1396	19.47232436
1397	19.46987636
1398	19.46762811
1399	19.46287896
1400	19.46087495
1401	19.45905289
1402	19.45196099
1403	19.44984012
1404	19.44653104
1405	19.43996649
1406	19.4350218
1407	19.43335527
1408	19.42131319
1409	19.41653071
1410	19.40031493
1411	19.39485206
1412	19.39086279
1413	19.3856887
1414	19.38003589
1415	19.37046259
1416	19.36863205
1417	19.36569482
1418	19.36360733
1419	19.35804534
1420	19.35676802
1421	19.3475362
1422	19.34357897
1423	19.33846763
1424	19.3317717
1425	19.3293067
1426	19.32783218
1427	19.32509758
1428	19.32096131
1429	19.32013914
1430	19.31869132
1431	19.31583927
1432	19.31439243
1433	19.30840452
1434	19.30562226
1435	19.29927651
1436	19.27344903
1437	19.27141917
1438	19.269978
1439	19.26724926
1440	19.26577957
1441	19.26330714
1442	19.25746796
1443	19.25050949
1444	19.23981069
1445	19.23274522
1446	19.21668203
1447	19.20658225
1448	19.20487959
1449	19.2039829
1450	19.20184089
1451	19.19688311
1452	19.1882533
1453	19.18561083
1454	19.18353156
1455	19.1770512
1456	19.16649657
1457	19.1588499
1458	19.14867905
1459	19.14401188
1460	19.13502658
1461	19.13330113
1462	19.12325033
1463	19.12134579
1464	19.1181664
1465	19.11397568
1466	19.11050596
1467	19.10891121
1468	19.09963366
1469	19.08887309
1470	19.08774678
1471	19.08196348
1472	19.07906261
1473	19.076436
1474	19.07437987
1475	19.06715464
1476	19.06613098
1477	19.05854345
1478	19.04843641
1479	19.03981833
1480	19.03284806
1481	19.02601269
1482	19.02322981
1483	19.01780972
1484	19.01601882
1485	19.01447113
1486	19.01279966
1487	19.01160212
1488	19.00890839
1489	18.98096201
1490	18.97639984
1491	18.97346872
1492	18.9666095
1493	18.9652614
1494	18.9598603
1495	18.95681398
1496	18.95230518
1497	18.94990721
1498	18.94442743
1499	18.9408182
1500	18.9375266
1501	18.9333918
1502	18.92625562
1503	18.91205424
1504	18.90810324
1505	18.89497147
1506	18.88815614
1507	18.88218292
1508	18.88048156
1509	18.87791734
1510	18.87533354
1511	18.86963299
1512	18.86047066
1513	18.85818306
1514	18.85512684
1515	18.85334195
1516	18.85109544
1517	18.84757437
1518	18.83805825
1519	18.83271792
1520	18.83134816
1521	18.82931423
1522	18.82728216
1523	18.82082048
1524	18.81449891
1525	18.81045318
1526	18.80336747
1527	18.80007803
1528	18.79534859
1529	18.78920047
1530	18.7862529
1531	18.78441995
1532	18.78244992
1533	18.78070769
1534	18.77589892
1535	18.7732417
1536	18.77116703
1537	18.76206211
1538	18.75719851
1539	18.74714966
1540	18.74199024
1541	18.73879614
1542	18.73576157
1543	18.72188514
1544	18.71804121
1545	18.71257674
1546	18.71012421
1547	18.70863872
1548	18.70688885
1549	18.70511214
1550	18.70287183
1551	18.70160945
1552	18.69982677
1553	18.69559844
1554	18.69089436
1555	18.68871241
1556	18.68330162
1557	18.6768216
1558	18.67436925
1559	18.67305322
1560	18.66659954
1561	18.6630548
1562	18.65942457
1563	18.65588295
1564	18.6524633
1565	18.65094375
1566	18.64893251
1567	18.64735021
1568	18.63987166
1569	18.63756962
1570	18.63572138
1571	18.63296873
1572	18.63142527
1573	18.62166473
1574	18.61708011
1575	18.60917992
1576	18.60707063
1577	18.6054898
1578	18.60379059
1579	18.59988853
1580	18.593117
1581	18.58945146
1582	18.58737788
1583	18.55568931
1584	18.5531616
1585	18.5481292
1586	18.54229449
1587	18.54097277
1588	18.53803878
1589	18.53375613
1590	18.53146561
1591	18.52656295
1592	18.52409982
1593	18.52187468
1594	18.51917742
1595	18.51776084
1596	18.51635093
1597	18.51425893
1598	18.51206752
1599	18.51102421
1600	18.50730097
1601	18.50070815
1602	18.4988363
1603	18.49775123
1604	18.49216824
1605	18.48754949
1606	18.48239758
1607	18.47800089
1608	18.47647639
1609	18.47459071
1610	18.47423906
1611	18.44782899
1612	18.44352595
1613	18.44096589
1614	18.43642726
1615	18.43213836
1616	18.43027287
1617	18.42441064
1618	18.42272927
1619	18.41696176
1620	18.41378095
1621	18.41210409
1622	18.41015154
1623	18.4060448
1624	18.40337373
1625	18.3976304
1626	18.39106589
1627	18.38738925
1628	18.38489361
1629	18.38334376
1630	18.38154985
1631	18.3769529
1632	18.36955778
1633	18.36627115
1634	18.36322512
1635	18.36113019
1636	18.35467202
1637	18.35197458
1638	18.35063032
1639	18.34925778
1640	18.34733882
1641	18.34558786
1642	18.34226072
1643	18.34041853
1644	18.33816581
1645	18.33685067
1646	18.33497198
1647	18.32913463
1648	18.3258806
1649	18.3241465
1650	18.32215964
1651	18.30093204
1652	18.29342456
1653	18.28955842
1654	18.28760167
1655	18.28577796
1656	18.27973883
1657	18.27821553
1658	18.2669647
1659	18.25583058
1660	18.2531601
1661	18.24320671
1662	18.222017
1663	18.20704551
1664	18.19896247
1665	18.19011195
